No;Autor;UO;Função;Eh;Subfunção;Localização;Subtítulo;Qtde;Unidade;Valor
165;Agaciel Maia;AR Riacho Fundo II;Urbanismo;Não é evento;Infra-Estrutura urbana;XXI-Riacho Fundo II;Execução de obras de urbanização e infraestrutura;600;m2;600.000,00
166;Agaciel Maia;AR Riacho Fundo I;Urbanismo;Não é evento;Infra-Estrutura urbana;XVII-Riacho Fundo I;Execução de obras de urbanização e infraestrutura;600;m2;600.000,00
167;Agaciel Maia;AR Recanto das Emas;Desporto e Lazer;Evento;Desporto Comunitário;XV-Recanto das Emas;Realização de eventos esportivos;2;evento;100.000,00
168;Agaciel Maia;AR Riacho Fundo;Desporto e Lazer;Evento;Desporto Comunitário;XVII-Riacho Fundo I;Realização de eventos esportivos;3;evento;150.000,00
169;Agaciel Maia;AR Gama;Urbanismo;Não é evento;Infra-Estrutura urbana;II-Gama;Execução de obras de urbanização e infraestrutura;500;m2;300.000,00
170;Agaciel Maia;AR São Sebastião;Desporto e Lazer;Evento;Desporto Comunitário;XIV-São Sebastião;Realização de eventos esportivos;5;evento;250.000,00
171;Agaciel Maia;AR Riacho Fundo;Cultura;Evento;Difusão cultural;XVII-Riacho Fundo I;Apoio a eventos culturais;3;evento;300.000,00
172;Agaciel Maia;SE Cultura;Cultura;Evento;Difusão cultural;DF;Apoio a atividades culturais;5;evento;500.000,00
173;Agaciel Maia;AR São Sebastião;Cultura;Evento;Difusão cultural;XIV-São Sebastião;Apoio às atividades culturais;15;evento;800.000,00
174;Agaciel Maia;SE Cultura;Cultura;Evento;Difusão cultural;DF;Apoio às atividades culturais;10;evento;1.400.000,00
175;Paulo Roriz;SE Obras;Energia;Não é evento;Infra-Estrutura urbana;DF;Ampliação da rede de iluminação pública;2.000;metro;1.000.000,00
176;Paulo Roriz;SE Esporte;Desporto e Lazer;Evento;Desporto Comunitário;DF;Apoio a eventos esportivos;15;evento;1.000.000,00
177;Paulo Roriz;SE Obras;Urbanismo;Não é evento;Infra-Estrutura urbana;DF;Execução de obras de urbanização;30.000;m2;3.000.000,00
178;Paulo Roriz;SE Cultura;Cultura;Evento;Difusão cultural;DF;Apoio a eventos culturais;15;evento;3.000.000,00
179;Paulo Roriz;AR Ceilândia;Urbanismo;Não é evento;Infra-Estrutura urbana;IX-Ceilândia;Execução de obras de urbanização;1.500;m2;150.000,00
180;Paulo Roriz;AR Ceilândia;Cultura;Evento;Difusão cultural;IX-Ceilândia;Realização de evento - Aniversário da Cidade;3;evento;300.000,00
181;Paulo Roriz;SE Cultura;Cultura;Evento;Difusão cultural;DF;Apoio ao encontro cultural dos Portadores de Necessidades Especiais;3;evento;100.000,00
182;Paulo Roriz;SE Cultura;Cultura;Evento;Difusão cultural;DF;Apoio ao evento "Brasil/Portugal 513 anos de história";3;evento;100.000,00
183;Paulo Roriz;AR Itapoã;Cultura;Evento;Difusão cultural;XXVIII-Itapoã;Apoio ao evento Dia das Crianças ;1;evento;70.000,00
184;Paulo Roriz;SE Cultura;Cultura;Evento;Difusão cultural;DF;Apoio a eventos culturais e educativos;10;evento;530.000,00
185;Paulo Roriz;AR Varjão;Cultura;Evento;Difusão cultural;XXIII-Varjão;Apoio para realização de atividades culturais;3;evento;50.000,00
186;Paulo Roriz;AR Itapoã;Cultura;Evento;Difusão cultural;XXVIII-Itapoã;Apoio para realização de atividades culturais;3;evento;50.000,00
187;Paulo Roriz;SE Cultura;Cultura;Evento;Difusão cultural;DF;Apoio para realização de atividades culturais;3;evento;50.000,00
188;Paulo Roriz;AR Taguatinga;Urbanismo;Não é evento;Infra-Estrutura urbana;III-Taguatinga;Execução de obras de urbanização;30.000;m2;300.000,00
189;Paulo Roriz;AR Itapoã;Urbanismo;Não é evento;Infra-Estrutura urbana;XXVIII-Itapoã;Execução de obras de urbanização;30.000;m2;300.000,00
190;Paulo Roriz;AR Varjão;Urbanismo;Não é evento;Infra-Estrutura urbana;XXIII-Varjão;Execução de obras de urbanização;45.000;m2;450.000,00
191;Paulo Roriz;SE Cultura;Cultura;Evento;Difusão cultural;DF;Apoio a eventos voltados para a cultura;10;evento;1.050.000,00
192;Paulo Roriz;SE Micro Empresa;Administração;Evento;Des. Econômico;DF;Apoio a eventos relacionados ao empreendedorismo;15;evento;2.000.000,00
193;Joe Valle;Fundo de Saúde;Saúde;Não é evento;Vigilância Sanitária;DF;Apoio ao projeto "Corrente ambiental: comunidade sem dengue" desenvolvido pela Ass. APV;1;ação;64.800,00
194;Joe Valle;EMATER-DF;Agricultura ;Não é evento;Extensão rural;DF;Apoio à assistência técnica e inovação da tecnologia agropecuária - fomento à floricultura;0;Unidade não informada;250.000,00
195;Joe Valle;EMATER-DF;Agricultura ;Não é evento;Extensão rural;DF;Apoio ao desenvolvimento da gestão de empreendimentos rurais - fomento à (...) juventude rural;0;Unidade não informada;244.000,00
196;Joe Valle;SE Obras;Cultura;Não é evento;Difusão cultural;VI-Planaltina;Apoio à construção/reforma do Complexo Cultural de Planaltina;1;centro;500.000,00
197;Joe Valle;EMATER-DF;Agricultura ;Não é evento;Extensão rural;DF;Apoio ao desenvolvimento da gestão de empreendimentos rurais - fomento aos produtos artesanais;0;Unidade não informada;86.000,00
198;Joe Valle;EMATER-DF;Agricultura ;Evento;Extensão rural;DF;Apoio à realização da Feira Saberes - Cores e Sabores;500;pessoa;100.000,00
199;Joe Valle;SE Agricultura;Agricultura ;Não é evento;Promoção da prod. Vegetal;DF;Apoio à construção da agroindústria;0;Unidade não informada;460.000,00
200;Joe Valle;SE Cultura;Cultura;Evento;Difusão cultural;XVI-Lago Sul;Apoio ao evento denominado "Via Sacra do Lago Sul 2013";1;evento;100.000,00
201;Joe Valle;SE Agricultura;Agricultura ;Não é evento;Normalização e qualidade;DF;Apoio à manutenção da qualidade dos alimentos;150;análise;120.000,00
202;Joe Valle;SE Obras;Cultura;Não é evento;Difusão cultural;IV-Brazlândia;Apoio à construção/reforma do Complexo Cultural de Brazlândia;1;centro;500.000,00
203;Joe Valle;SE Agricultura;Agricultura ;Não é evento;Preservação ambiental;DF;Apoio à distribuição de containers de lixo;60;projeto;130.000,00
204;Joe Valle;SE Agricultura;Agricultura ;Não é evento;Infra-Estrutura urbana;DF;Apoio à construção do Centro de Capacitação - PAD/DF;400;m2;800.000,00
205;Joe Valle;AR Taguatinga;Desporto e Lazer;Não é evento;Desporto Comunitário;III-Taguatinga;Apoio à reforma com instalação de alambrados na Ass. Dos Veteranos de Taguatinga;100;m2;150.000,00
206;Joe Valle;SE Obras;Cultura;Não é evento;Difusão cultural;XIV-São Sebastião;Apoio à construção/reforma do Complexo Cultural de São Sebastião;1;centro;500.000,00
207;Joe Valle;SE Obras;Cultura;Não é evento;Difusão cultural;II-Gama;Apoio à construção/reforma do Complexo Cultural do Gama;1;centro;500.000,00
208;Joe Valle;SE Cultura;Cultura;Evento;Difusão cultural;DF;Apoio à realização do projeto denominado "Festival Água no Terceiro Milênio - Feira Novo Encanto";1;evento;100.000,00
209;Joe Valle;EMATER-DF;Agricultura ;Evento;Extensão rural;DF;Apoio à realização da VI Agrobrasília - Feira de tecnologia e negócios;1.000;pessoa;200.000,00
210;Joe Valle;EMATER-DF;Agricultura ;Não é evento;Extensão rural;DF;Apoio à promoção da inclusão social e produtiva da população rural - Agricultura urbana do DF;500;pessoa;200.000,00
211;Joe Valle;SE Cultura;Cultura;Evento;Difusão cultural;DF;Apoio à realização do "Festival Puroritmo - DF";1;evento;300.000,00
212;Joe Valle;EMATER-DF;Agricultura ;Não é evento;Extensão rural;IV-Brazlândia;Apoio à implantação do Parque Tecnológico do Morango;1.000;pessoa;320.000,00
213;Joe Valle;SE Agricultura;Agricultura ;Não é evento;Irrigação;DF;Apoio à infraestrutura rural;30;km;500.000,00
214;Joe Valle;SE Educação;Educação;Não é evento;Ensino Fundamental;DF;Apoio à reforma geral e ampliação das unidades de ensino fundamental e médio;1.000;m2;2.000.000,00
215;Joe Valle;SE Cultura;Cultura;Não é evento;Difusão cultural;DF;Apoio à Associação das Entidades Usuárias de Canal Comunitário;1;projeto;200.000,00
216;Joe Valle;SE Agricultura;Urbanismo;Não é evento;Infra-Estrutura urbana;DF;Apoio à construção de PEC e parque infantil;120;m2;150.000,00
217;Joe Valle;SE Agricultura;Agricultura ;Evento;Difusão cultural;DF;Apoio à realização da 1a Copa de Futebol Amador;1;evento;100.000,00
218;Joe Valle;SE Cultura;Cultura;Evento;Difusão cultural;IX-Ceilândia;Apoio à eventos realizados pela Bateria Nota Show;2;evento;100.000,00
219;Joe Valle;EMATER-DF;Agricultura ;Evento;Extensão rural;DF;Apoio à Festa Flor Brasil;1.000;pessoa;150.000,00
220;Joe Valle;SE Agricultura;Agricultura ;Não é evento;Promoção da prod. Vegetal;DF;Apoio à produção de sementes e mudas;90;família;150.000,00
221;Joe Valle;SE Agricultura;Agricultura ;Não é evento;Preservação ambiental;DF;Apoio ao programa de reabilitação ambiental da área rural;3;há;400.000,00
222;Joe Valle;Instituto do Meio Ambiente;Gestão Ambiental;Não é evento;Preservação ambiental;DF;Apoio ao sistema de atendimento de emergências ambientais - prevenção e combate às queimadas;1;atendimento;100.000,00
223;Joe Valle;EMATER-DF;Agricultura ;Não é evento;Extensão rural;DF;Apoio ao desenvolvimento da agroecologia e da agricultura orgânica;500;pessoa;250.000,00
224;Joe Valle;Novacap;Urbanismo;Não é evento;Infra-Estrutura urbana;VII-Paranoá;Apoio à implementação de quadras poliesportivas nos NR Cariru, Capão Seco e Jardim II;800;m2;1.000.000,00
225;Joe Valle;EMATER-DF;Agricultura ;Evento;Extensão rural;DF;Apoio à realização do Encontro Distrital de Mulheres Rurais;500;pessoa;100.000,00
226;Joe Valle;Fundo de Saúde;Saúde;Não é evento;Atenção básica à saúde;III-Taguatinga;Apoio ao projeto "3S na Melhor Idade: Saúde, Social, Solidária pela Ass. AMIT;100;pessoa;200.000,00
227;Joe Valle;SEDEST;Assistência Social;Não é evento;Ass. Comunitária;DF;Apoio à ampliação do ambiente de convivência dos idosos abrigados na Casa do Idoso Lar São José;100;pessoa;105.000,00
228;Joe Valle;SE Agricultura;Agricultura ;Não é evento;Promoção da prod. Vegetal;DF;Apoio à Olericultura;0;Unidade não informada;500.000,00
229;Joe Valle;EMATER-DF;Agricultura ;Não é evento;Infra-Estrutura urbana;DF;Apoio à construção de prédios e próprios - Emater;200;m2;100.000,00
230;Joe Valle;SE Agricultura;Agricultura ;Não é evento;Gestão Man. Serv. Estado;DF;Apoio à construção do Centro Comunitário Oziel Alves III;200;m2;371.000,00
231;Washington Mesquita;AR Núcleo Bandeirante;Urbanismo;Não é evento;Infra-Estrutura urbana;VIII-Núcleo Bandeirante;Obras de infra-estrutura e urbanização;150;m2;150.000,00
232;Washington Mesquita;AR Recanto das Emas;Urbanismo;Não é evento;Infra-Estrutura urbana;XV-Recanto das Emas;Construção de praça na Quadra 110;150;m2;150.000,00
233;Washington Mesquita;AR Riacho Fundo I;Urbanismo;Não é evento;Infra-Estrutura urbana;XVII-Riacho Fundo I;Obras de infra-estrutura e urbanização;500;m2;450.000,00
234;Washington Mesquita;SE Obras;Urbanismo;Não é evento;Infra-Estrutura urbana;IX-Ceilândia;Reforma da Feira da QNN 37;150;m2;150.000,00
235;Washington Mesquita;AR Taguatinga;Cultura;Evento;Difusão cultural;III-Taguatinga;Apoio à realização de Festas Juninas;50;evento;400.000,00
236;Washington Mesquita;AR Taguatinga;Desporto e Lazer;Evento;Desporto Comunitário;III-Taguatinga;Apoio à realização de eventos esportivos  ;25;evento;500.000,00
237;Washington Mesquita;AR Recanto das Emas;Urbanismo;Não é evento;Infra-Estrutura urbana;XV-Recanto das Emas;Obras de infra-estrutura e urbanização;500;m2;600.000,00
238;Washington Mesquita;AR Recanto das Emas;Cultura;Evento;Difusão cultural;XV-Recanto das Emas;Apoio ao "Encontro das Famílias";1;evento;50.000,00
239;Washington Mesquita;AR Recanto das Emas;Cultura;Evento;Difusão cultural;XV-Recanto das Emas;Apoio ao evento "Festa da Comunidade da Quadra 106";1;evento;100.000,00
240;Washington Mesquita;AR Guará;Urbanismo;Não é evento;Infra-Estrutura urbana;X-Guará;Construção de praça no Polo de Modas;500;m2;500.000,00
241;Washington Mesquita;SE Cultura;Cultura;Evento;Difusão cultural;DF;Apoio ao evento "Hallel";20;evento;200.000,00
242;Washington Mesquita;SE Cultura;Cultura;Evento;Difusão cultural;DF;Apoio à comemoração do Dia de Nossa Senhora e do Dia das Crianças;20;evento;200.000,00
243;Washington Mesquita;SE Cultura;Cultura;Evento;Difusão cultural;DF;Apoio à celebração de Corpus Christi;20;evento;200.000,00
244;Washington Mesquita;AR Taguatinga;Urbanismo;Não é evento;Infra-Estrutura urbana;III-Taguatinga;Construção de PEC;1.500;m2;500.000,00
245;Washington Mesquita;AR Taguatinga;Urbanismo;Não é evento;Infra-Estrutura urbana;III-Taguatinga;Recuperação e reforma de quadras poliesportivas;500;m2;500.000,00
246;Washington Mesquita;SE Cultura;Cultura;Evento;Difusão cultural;DF;Incentivando a cultura musical na Capital;1;evento;60.000,00
247;Washington Mesquita;AR Taguatinga;Urbanismo;Não é evento;Infra-Estrutura urbana;III-Taguatinga;Obras de revitalização e reformas de feiras;1.000;m2;300.000,00
248;Washington Mesquita;SE Obras;Urbanismo;Não é evento;Infra-Estrutura urbana;X-Guará;Execução de reforma e cobertura da feira;5.000;m2;1.000.000,00
249;Washington Mesquita;SE Obras;Urbanismo;Não é evento;Infra-Estrutura urbana;DF;Construção de PEC;500;m2;500.000,00
250;Washington Mesquita;SE Obras;Energia;Não é evento;Energia Elétrica;DF;Ampliação do sistema de energia elétrica;10;m;200.000,00
251;Washington Mesquita;AR Taguatinga;Transporte;Não é evento;Infra-Estrutura urbana;III-Taguatinga;Implantação de ciclovias;20;km;300.000,00
252;Washington Mesquita;AR Taguatinga;Urbanismo;Não é evento;Infra-Estrutura urbana;III-Taguatinga;Implantação de lixeiras públicas;1.000;m2;300.000,00
253;Washington Mesquita;AR Taguatinga;Cultura;Evento;Difusão cultural;III-Taguatinga;Apoio ao calendário de eventos;30;evento;600.000,00
254;Washington Mesquita;AR Taguatinga;Cultura;Evento;Difusão cultural;III-Taguatinga;Apoio à realização de eventos culturais;100;evento;1.600.000,00
255;Washington Mesquita;AR Taguatinga;Urbanismo;Não é evento;Infra-Estrutura urbana;III-Taguatinga;Recuperação de redes de drenagem de águas pluviais;3.000;m2;300.000,00
256;Washington Mesquita;AR Taguatinga;Urbanismo;Não é evento;Infra-Estrutura urbana;III-Taguatinga;Obras de infra-estrutura e urbanização;5.000;m2;1.200.000,00
257;Washington Mesquita;AR Taguatinga;Urbanismo;Não é evento;Infra-Estrutura urbana;III-Taguatinga;Recuperação e reforma de praças e parques;1.000;m2;1.000.000,00
258;Washington Mesquita;AR Taguatinga;Urbanismo;Não é evento;Infra-Estrutura urbana;III-Taguatinga;Recuperação de calçadas e implantação de acessibilidade;1.000;m2;600.000,00
259;Washington Mesquita;AR Taguatinga;Urbanismo;Não é evento;Infra-Estrutura urbana;III-Taguatinga;Instalação de placas e sinalização de endereçamento;500;m2;450.000,00
260;Washington Mesquita;AR Taguatinga;Urbanismo;Não é evento;Infra-Estrutura urbana;III-Taguatinga;Obras de tratamento de erosões;500;m2;440.000,00
261;Chico Leite;AR Guará;Cultura;Não é evento;Infra-Estrutura urbana;X-Guará;Construção de espaço cultural;1;centro;500.000,00
262;Chico Leite;AR Taguatinga;Desporto e Lazer;Não é evento;Desporto Comunitário;III-Taguatinga;Construção de campo de futebol society na QNM 38/40;1;quadra;200.000,00
263;Chico Leite;AR Taguatinga;Urbanismo;Não é evento;Infra-Estrutura urbana;III-Taguatinga;Recapeamento asfáltico das quadras da QSF;5.000;m2;400.000,00
264;Chico Leite;AR Taguatinga;Cultura;Não é evento;Difusão cultural;III-Taguatinga;Apoio às atividades do Instituto Brasileiro de Integração - IBI;25.000;pessoa;300.000,00
265;Chico Leite;AR Taguatinga;Comércio e Serviços;Não é evento;Infra-Estrutura urbana;III-Taguatinga;Construção de Centro de Comercialização de Economia Solidária;1;feira;300.000,00
266;Chico Leite;SE Cultura;Cultura;Não é evento;Difusão cultural;XIV-São Sebastião;Apoio às atividades da Prefeitura Comunitária do Bosque;5.000;pessoa;300.000,00
267;Chico Leite;AR São Sebastião;Desporto e Lazer;Não é evento;Desporto Comunitário;XIV-São Sebastião;Apoio à Associação Recreativa Desportiva - AJAX;3.000;pessoa;100.000,00
268;Chico Leite;AR Guará;Cultura;Não é evento;Difusão cultural;X-Guará;Apoio ao projeto Cinema Voador;4.000;pessoa;200.000,00
269;Chico Leite;AR Guará;Cultura;Não é evento;Difusão cultural;X-Guará;Apoio ao projeto de incentivo à leitura no Guará;3.000;pessoa;300.000,00
270;Chico Leite;AR Guará;Cultura;Não é evento;Difusão cultural;X-Guará;Apoio a projetos culturais;10.000;pessoa;400.000,00
271;Dr Charles;AR Ceilândia;Urbanismo;Não é evento;Infra-Estrutura urbana;IX-Ceilândia;Execução de obras de urbanização;0;Unidade não informada;400.000,00
272;Chico Leite;SE Cultura;Cultura;Não é evento;Difusão cultural;II-Gama;Apoio às atividades sociais do Grupo Transas e Tranças;2.000;pessoa;150.000,00
273;Chico Leite;SE Cultura;Cultura;Não é evento;Difusão cultural;II-Gama;Apoio às atividades sociais da Associação Sonarte;2.000;pessoa;150.000,00
274;Chico Leite;SE Cultura;Cultura;Não é evento;Difusão cultural;II-Gama;Apoio às atividades sociais do Grupo Cozinha Cultural;2.000;pessoa;150.000,00
275;Chico Leite;SE Cultura;Cultura;Não é evento;Difusão cultural;XIX-Candangolândia;Apoio às atividades sociais da Associação Aquarela da Candangolândia;3.000;pessoa;150.000,00
276;Chico Leite;AR Cruzeiro;Desporto e Lazer;Não é evento;Desporto Comunitário;XI-Cruzeiro;Reforma e manutenção das quadras poliesportivas na 1205/1405 e na 10 da Praça Gavião;200;m2;300.000,00
277;Chico Leite;AR Recanto das Emas;Direitos da Cidadania;Não é evento;Dir. Individuais, Coletivos;XV-Recanto das Emas;Apoio às atividades da Associação Aika;4.000;pessoa;100.000,00
278;Chico Leite;SE Cultura;Cultura;Não é evento;Difusão cultural;XIII-Santa Maria;Apoio às atividades sociais do Instituto Voz Ativa;1.000;pessoa;100.000,00
279;Chico Leite;AR Recanto das Emas;Direitos da Cidadania;Não é evento;Dir. Individuais, Coletivos;XV-Recanto das Emas;Apoio às atividades sociais do Grupo Integração;10.000;pessoa;100.000,00
280;Chico Leite;AR Cruzeiro;Desporto e Lazer;Não é evento;Desporto Comunitário;XI-Cruzeiro;Apoio às atividades de inclusão social do Ajax Futsal;300;pessoa;150.000,00
281;Chico Leite;AR Recanto das Emas;Desporto e Lazer;Não é evento;Desporto Comunitário;XV-Recanto das Emas;Cobertura da quadra poliesportiva da quadra 114;1.000;pessoa;100.000,00
282;Rôney Nemer;AR Núcleo Bandeirante;Urbanismo;Não é evento;Infra-Estrutura urbana;VIII-Núcleo Bandeirante;Execução de obras de urbanização;200.000;m2;150.000,00
283;Rôney Nemer;AR Riacho Fundo I;Urbanismo;Não é evento;Infra-Estrutura urbana;XVII-Riacho Fundo I;Execução de obras de urbanização;200.000;m2;150.000,00
284;Rôney Nemer;AR Riacho Fundo II;Urbanismo;Não é evento;Infra-Estrutura urbana;XXI-Riacho Fundo II;Execução de obras de urbanização;200.000;m2;150.000,00
285;Rôney Nemer;AR Samambaia;Urbanismo;Não é evento;Infra-Estrutura urbana;XII-Samambaia;Execução de obras de urbanização;200.000;m2;300.000,00
286;Rôney Nemer;AR Candangolândia;Urbanismo;Não é evento;Infra-Estrutura urbana;XIX-Candangolândia;Execução de obras de urbanização;200.000;m2;150.000,00
287;Rôney Nemer;SE Cultura;Cultura;Evento;Difusão cultural;DF;Apoio às atividades socioculturais;60;evento;3.490.000,00
288;Rôney Nemer;SE Esporte;Desporto e Lazer;Evento;Desporto de rendimento;DF;Apoio ao evento Capital Fight - MMA;1;evento;200.000,00
289;Rôney Nemer;AR Gama;Urbanismo;Não é evento;Infra-Estrutura urbana;II-Gama;Execução de obras de urbanização;200.000;m2;150.000,00
290;Rôney Nemer;AGEFIS;Administração;Não é evento;Tecnologia da Informação;DF;Gestão da Informação e dos Sistemas de TI;2;ação;280.000,00
291;Rôney Nemer;SE Cultura;Cultura;Evento;Difusão cultural;DF;Apoio à Festa da Ermida Dom Bosco;1;evento;100.000,00
292;Rôney Nemer;AR Santa Maria;Urbanismo;Não é evento;Infra-Estrutura urbana;XIII-Santa Maria;Execução de obras de urbanização;200.000;m2;150.000,00
293;Rôney Nemer;AR São Sebastião;Urbanismo;Não é evento;Infra-Estrutura urbana;XIV-São Sebastião;Execução de obras de urbanização;200.000;m2;150.000,00
294;Rôney Nemer;AR Paranoá;Urbanismo;Não é evento;Infra-Estrutura urbana;VII-Paranoá;Execução de obras de urbanização;200.000;m2;150.000,00
295;Rôney Nemer;AR Recanto das Emas;Urbanismo;Não é evento;Infra-Estrutura urbana;XV-Recanto das Emas;Execução de obras de edificação;20.000;m2;1.000.000,00
296;Rôney Nemer;AR Recanto das Emas;Urbanismo;Não é evento;Infra-Estrutura urbana;XV-Recanto das Emas;Execução de obras de urbanização;200.000;m2;1.500.000,00
297;Rôney Nemer;SE Cultura;Cultura;Evento;Difusão cultural;DF;Apoio às atividades culturais do GRES Capela Imperial;1;evento;100.000,00
298;Rôney Nemer;SE Cultura;Cultura;Evento;Difusão cultural;DF;Apoio às atividades culturais do GRES Unidos da Vila Paranoá;1;evento;230.000,00
299;Rôney Nemer;SE Cultura;Cultura;Evento;Difusão cultural;VI-Planaltina;Apoio ao evento Via Sacra ao Vivo de Planaltina;1;evento;100.000,00
300;Rôney Nemer;AR Águas Claras;Urbanismo;Não é evento;Infra-Estrutura urbana;XX-Águas Claras;Execução de obras de urbanização;200.000;m2;150.000,00
301;Rôney Nemer;AR Recanto das Emas;Cultura;Evento;Difusão cultural;XV-Recanto das Emas;Apoio à Festa do Padroeiro do Recanto das Emas;1;evento;100.000,00
302;Rôney Nemer;AR Recanto das Emas;Cultura;Evento;Difusão cultural;XV-Recanto das Emas;Apoio à Festa do Padroeiro São José Operário;1;evento;100.000,00
303;Rôney Nemer;AR Brasília;Cultura;Evento;Difusão cultural;I-Plano Piloto;Apoio à Festa da Padroeira Nossa Senhora de Fátima na Igrejinha;1;evento;100.000,00
304;Rôney Nemer;AR Taguatinga;Cultura;Evento;Difusão cultural;III-Taguatinga;Apoio à Via Sacra de Taguatinga;1;evento;100.000,00
305;Rôney Nemer;AR Ceilândia;Cultura;Evento;Difusão cultural;IX-Ceilândia;Apoio à Via Sacra de Ceilândia;1;evento;200.000,00
306;Rôney Nemer;AR Planaltina;Cultura;Evento;Difusão cultural;VI-Planaltina;Apoio à Festa do Divino Espírito Santo em Planaltina;1;evento;100.000,00
307;Rôney Nemer;AR Taguatinga;Cultura;Evento;Difusão cultural;III-Taguatinga;Apoio ao evento cultural cristão - Via Sacra - Paróquia Sagrada Família;1;evento;100.000,00
308;Rôney Nemer;AR Recanto das Emas;Cultura;Evento;Difusão cultural;XV-Recanto das Emas;Apoio à Paixão de Cristo ao vivo (Via Sacra);1;evento;100.000,00
309;Rôney Nemer;AR Sobradinho;Urbanismo;Não é evento;Infra-Estrutura urbana;V-Sobradinho;Execução de obras de urbanização;200.000;m2;150.000,00
310;Rôney Nemer;AR SCIA (Estrutural);Urbanismo;Não é evento;Infra-Estrutura urbana;XXV-SCIA (Estrutural);Execução de obras de urbanização;200.000;m2;150.000,00
311;Rôney Nemer;AR Cruzeiro;Urbanismo;Não é evento;Infra-Estrutura urbana;XI-Cruzeiro;Execução de obras de urbanização;200.000;m2;150.000,00
312;Rôney Nemer;AR Park Way;Urbanismo;Não é evento;Infra-Estrutura urbana;XXIV-Park Way;Execução de obras de urbanização;200.000;m2;150.000,00
313;Rôney Nemer;AR Fercal;Urbanismo;Não é evento;Infra-Estrutura urbana;XXXI-Fercal;Execução de obras de urbanização;200.000;m2;300.000,00
314;Rôney Nemer;AR Sobradinho II;Urbanismo;Não é evento;Infra-Estrutura urbana;XXVI-Sobradinho II;Execução de obras de urbanização;200.000;m2;150.000,00
315;Rôney Nemer;AR Ceilândia;Urbanismo;Não é evento;Infra-Estrutura urbana;IX-Ceilândia;Execução de obras de urbanização;200.000;m2;300.000,00
316;Rôney Nemer;AR Planaltina;Urbanismo;Não é evento;Infra-Estrutura urbana;VI-Planaltina;Execução de obras de urbanização;200.000;m2;150.000,00
317;Rôney Nemer;AR Vicente Pires;Urbanismo;Não é evento;Infra-Estrutura urbana;XXX-Vicente Pires;Execução de obras de urbanização;200.000;m2;150.000,00
318;Rôney Nemer;SE Obras;Urbanismo;Não é evento;Infra-Estrutura urbana;DF;Construção de PEC;50.000;m2;2.300.000,00
319;Dr Charles;SE Cultura;Cultura;Evento;Difusão cultural;DF;Apoio e promoção de diversas atividades culturais nas diversas R.A. do DF;1;evento;1.750.000,00
320;Dr Charles;AR Vicente Pires;Urbanismo;Não é evento;Infra-Estrutura urbana;XXX-Vicente Pires;Implantação de calçada na Rua da Misericórdia;1;área;150.000,00
321;Dr Charles;AR Vicente Pires;Urbanismo;Não é evento;Infra-Estrutura urbana;XXX-Vicente Pires;Implantação de PEC em frente à Chácara 65;1;área;150.000,00
322;Dr Charles;AR Vicente Pires;Saúde;Não é evento;Infra-Estrutura urbana;XXX-Vicente Pires;Construção de posto de saúde em Vicente Pires;1;área;50.000,00
323;Dr Charles;AR Vicente Pires;Urbanismo;Não é evento;Infra-Estrutura urbana;XXX-Vicente Pires;Implantação de vias ligando a Rua da Misericórdia à Rua das Palmeiras;1;pavimentação;50.000,00
324;Dr Charles;AR Ceilândia;Urbanismo;Não é evento;Infra-Estrutura urbana;IX-Ceilândia;Implantação de escada rolante no Shopping Popular da Ceilândia;1;Unidade não informada;150.000,00
325;Dr Charles;AR Ceilândia;Urbanismo;Não é evento;Infra-Estrutura urbana;IX-Ceilândia;Implantação de PEC;1;área;150.000,00
326;Dr Charles;AR Taguatinga;Urbanismo;Não é evento;Infra-Estrutura urbana;III-Taguatinga;Execução de obras de urbanização;1;área;450.000,00
327;Dr Charles;AR Taguatinga;Urbanismo;Não é evento;Infra-Estrutura urbana;III-Taguatinga;Construção de quadra poliesportiva;1;quadra;150.000,00
328;Dr Charles;AR Taguatinga;Urbanismo;Não é evento;Infra-Estrutura urbana;III-Taguatinga;Implantação de PEC;1;área;150.000,00
329;Dr Charles;AR Ceilândia;Cultura;Evento;Difusão cultural;IX-Ceilândia;Apoio e promoção de atividades culturais;1;evento;200.000,00
330;Dr Charles;AR Taguatinga;Cultura;Evento;Difusão cultural;III-Taguatinga;Apoio e promoção de atividades culturais;1;evento;350.000,00
331;Chico Leite;SE Cultura;Cultura;Não é evento;Difusão cultural;V-Sobradinho;Apoio às atividades do Unisocial - Instituto Universal de Educação e Promoção Social;1.000;pessoa;200.000,00
332;Chico Leite;SE Educação;Educação;Não é evento;Educação Infantil;IX-Ceilândia;Construção de creche no Setor O e na QNR;1.000;m2;625.000,00
333;Chico Leite;SEDEST;Assistência Social;Não é evento;Dir. Individuais, Coletivos;I-Plano Piloto;Apoio à Casa do Ceará;1.000;pessoa;600.000,00
334;Chico Leite;AR Ceilândia;Desporto e Lazer;Não é evento;Desporto Comunitário;IX-Ceilândia;Construção de campo de futebol society na QNP 15 e na QNN 15;2.000;m2;400.000,00
335;Chico Leite;SE Governo;Cultura;Não é evento;Difusão cultural;DF;Apoio à formação de professores da Rede Pública;3.000;pessoa;300.000,00
336;Chico Leite;FEPECS;Educação;Não é evento;Ensino Superior;I-Plano Piloto;Aquisição de livros didáticos para a biblioteca;1.000;pessoa;300.000,00
